time,code,price
2021-12-22 11:22:00 +0900 JST,NOWC,3499
2021-12-22 11:22:25 +0900 JST,NOWC,3495
2021-12-22 11:22:53 +0900 JST,NOWC,3509
2021-12-22 11:23:14 +0900 JST,NOWC,3503
2021-12-22 11:23:23 +0900 JST,NOWC,3512
2021-12-22 11:23:40 +0900 JST,NOWC,3510
2021-12-22 11:23:59 +0900 JST,NOWC,3522
2021-12-22 11:24:19 +0900 JST,NOWC,3518
2021-12-22 11:24:47 +0900 JST,NOWC,3503
2021-12-22 11:25:06 +0900 JST,NOWC,3515
2021-12-22 11:25:33 +0900 JST,NOWC,3509
2021-12-22 11:26:01 +0900 JST,NOWC,3513
2021-12-22 11:26:24 +0900 JST,NOWC,3527
2021-12-22 11:26:51 +0900 JST,NOWC,3539
2021-12-22 11:27:05 +0900 JST,NOWC,3532
2021-12-22 11:27:23 +0900 JST,NOWC,3538
2021-12-22 11:27:48 +0900 JST,NOWC,3532
2021-12-22 11:28:10 +0900 JST,NOWC,3518
2021-12-22 11:28:25 +0900 JST,NOWC,3507
2021-12-22 11:28:32 +0900 JST,NOWC,3513
2021-12-22 11:28:46 +0900 JST,NOWC,3506
2021-12-22 11:29:06 +0900 JST,NOWC,3496
2021-12-22 11:29:34 +0900 JST,NOWC,3506
2021-12-22 11:29:55 +0900 JST,NOWC,3509
2021-12-22 11:30:20 +0900 JST,NOWC,3507
2021-12-22 11:30:49 +0900 JST,NOWC,3497
2021-12-22 11:30:54 +0900 JST,NOWC,3485
2021-12-22 11:31:08 +0900 JST,NOWC,3482
2021-12-22 11:31:17 +0900 JST,NOWC,3487
2021-12-22 11:31:28 +0900 JST,NOWC,3494
2021-12-22 11:31:35 +0900 JST,NOWC,3493
2021-12-22 11:32:04 +0900 JST,NOWC,3492
2021-12-22 11:32:10 +0900 JST,NOWC,3477
2021-12-22 11:32:34 +0900 JST,NOWC,3486
2021-12-22 11:32:34 +0900 JST,NOWC,3475
2021-12-22 11:32:49 +0900 JST,NOWC,3465
2021-12-22 11:33:12 +0900 JST,NOWC,3470
2021-12-22 11:33:32 +0900 JST,NOWC,3462
2021-12-22 11:33:42 +0900 JST,NOWC,3473
2021-12-22 11:34:04 +0900 JST,NOWC,3471
2021-12-22 11:34:06 +0900 JST,NOWC,3459
2021-12-22 11:34:20 +0900 JST,NOWC,3470
2021-12-22 11:34:31 +0900 JST,NOWC,3469
2021-12-22 11:34:56 +0900 JST,NOWC,3483
2021-12-22 11:35:07 +0900 JST,NOWC,3470
2021-12-22 11:35:07 +0900 JST,NOWC,3459
2021-12-22 11:35:34 +0900 JST,NOWC,3464
2021-12-22 11:36:01 +0900 JST,NOWC,3461
2021-12-22 11:36:11 +0900 JST,NOWC,3456
2021-12-22 11:36:32 +0900 JST,NOWC,3451
2021-12-22 11:36:33 +0900 JST,NOWC,3462
2021-12-22 11:36:52 +0900 JST,NOWC,3468
2021-12-22 11:37:19 +0900 JST,NOWC,3458
2021-12-22 11:37:32 +0900 JST,NOWC,3453
2021-12-22 11:37:39 +0900 JST,NOWC,3441
2021-12-22 11:38:01 +0900 JST,NOWC,3432
2021-12-22 11:38:23 +0900 JST,NOWC,3442
2021-12-22 11:38:49 +0900 JST,NOWC,3453
2021-12-22 11:38:52 +0900 JST,NOWC,3449
2021-12-22 11:38:59 +0900 JST,NOWC,3438
2021-12-22 11:39:26 +0900 JST,NOWC,3434
2021-12-22 11:39:44 +0900 JST,NOWC,3448
2021-12-22 11:39:45 +0900 JST,NOWC,3449
2021-12-22 11:40:00 +0900 JST,NOWC,3454
2021-12-22 11:40:01 +0900 JST,NOWC,3468
2021-12-22 11:40:12 +0900 JST,NOWC,3466
2021-12-22 11:40:22 +0900 JST,NOWC,3462
2021-12-22 11:40:51 +0900 JST,NOWC,3462
2021-12-22 11:41:11 +0900 JST,NOWC,3454
2021-12-22 11:41:11 +0900 JST,NOWC,3458
2021-12-22 11:41:28 +0900 JST,NOWC,3446
2021-12-22 11:41:35 +0900 JST,NOWC,3460
2021-12-22 11:41:48 +0900 JST,NOWC,3475
2021-12-22 11:41:48 +0900 JST,NOWC,3485
2021-12-22 11:42:04 +0900 JST,NOWC,3485
2021-12-22 11:42:14 +0900 JST,NOWC,3482
2021-12-22 11:42:14 +0900 JST,NOWC,3479
2021-12-22 11:42:41 +0900 JST,NOWC,3494
2021-12-22 11:42:57 +0900 JST,NOWC,3504
2021-12-22 11:43:22 +0900 JST,NOWC,3497
2021-12-22 11:43:39 +0900 JST,NOWC,3500
2021-12-22 11:44:01 +0900 JST,NOWC,3506
2021-12-22 11:44:02 +0900 JST,NOWC,3519
2021-12-22 11:44:11 +0900 JST,NOWC,3504
2021-12-22 11:44:17 +0900 JST,NOWC,3495
2021-12-22 11:44:30 +0900 JST,NOWC,3500
2021-12-22 11:44:32 +0900 JST,NOWC,3486
2021-12-22 11:44:34 +0900 JST,NOWC,3472
2021-12-22 11:44:52 +0900 JST,NOWC,3487
2021-12-22 11:45:07 +0900 JST,NOWC,3488
2021-12-22 11:45:18 +0900 JST,NOWC,3502
2021-12-22 11:45:25 +0900 JST,NOWC,3517
2021-12-22 11:45:36 +0900 JST,NOWC,3503
2021-12-22 11:45:46 +0900 JST,NOWC,3495
2021-12-22 11:45:54 +0900 JST,NOWC,3492
2021-12-22 11:45:54 +0900 JST,NOWC,3492
2021-12-22 11:46:08 +0900 JST,NOWC,3489
2021-12-22 11:46:29 +0900 JST,NOWC,3496
2021-12-22 11:46:43 +0900 JST,NOWC,3505
2021-12-22 11:46:56 +0900 JST,NOWC,3490
2021-12-22 11:47:13 +0900 JST,NOWC,3484
2021-12-22 11:47:14 +0900 JST,NOWC,3478
2021-12-22 11:47:30 +0900 JST,NOWC,3464
2021-12-22 11:47:43 +0900 JST,NOWC,3473
2021-12-22 11:48:12 +0900 JST,NOWC,3479
2021-12-22 11:48:35 +0900 JST,NOWC,3487
2021-12-22 11:49:04 +0900 JST,NOWC,3490
2021-12-22 11:49:29 +0900 JST,NOWC,3501
2021-12-22 11:49:31 +0900 JST,NOWC,3493
2021-12-22 11:49:59 +0900 JST,NOWC,3494
2021-12-22 11:50:21 +0900 JST,NOWC,3506
2021-12-22 11:50:43 +0900 JST,NOWC,3499
2021-12-22 11:50:53 +0900 JST,NOWC,3501
2021-12-22 11:51:21 +0900 JST,NOWC,3501
2021-12-22 11:51:25 +0900 JST,NOWC,3490
2021-12-22 11:51:46 +0900 JST,NOWC,3478
2021-12-22 11:51:55 +0900 JST,NOWC,3469
2021-12-22 11:52:05 +0900 JST,NOWC,3454
2021-12-22 11:52:26 +0900 JST,NOWC,3443
2021-12-22 11:52:52 +0900 JST,NOWC,3442
2021-12-22 11:52:59 +0900 JST,NOWC,3457
2021-12-22 11:52:59 +0900 JST,NOWC,3471
2021-12-22 11:53:10 +0900 JST,NOWC,3485
2021-12-22 11:53:12 +0900 JST,NOWC,3486
2021-12-22 11:53:26 +0900 JST,NOWC,3492
2021-12-22 11:53:39 +0900 JST,NOWC,3478
2021-12-22 11:53:58 +0900 JST,NOWC,3465
2021-12-22 11:54:23 +0900 JST,NOWC,3451
2021-12-22 11:54:51 +0900 JST,NOWC,3460
2021-12-22 11:55:05 +0900 JST,NOWC,3463
2021-12-22 11:55:21 +0900 JST,NOWC,3460
2021-12-22 11:55:24 +0900 JST,NOWC,3466
2021-12-22 11:55:30 +0900 JST,NOWC,3454
2021-12-22 11:55:37 +0900 JST,NOWC,3456
2021-12-22 11:55:55 +0900 JST,NOWC,3454
2021-12-22 11:55:59 +0900 JST,NOWC,3457
2021-12-22 11:56:23 +0900 JST,NOWC,3451
2021-12-22 11:56:34 +0900 JST,NOWC,3441
2021-12-22 11:56:57 +0900 JST,NOWC,3446
2021-12-22 11:57:01 +0900 JST,NOWC,3440
2021-12-22 11:57:10 +0900 JST,NOWC,3450
2021-12-22 11:57:22 +0900 JST,NOWC,3461
2021-12-22 11:57:50 +0900 JST,NOWC,3461
2021-12-22 11:58:02 +0900 JST,NOWC,3451
2021-12-22 11:58:08 +0900 JST,NOWC,3455
2021-12-22 11:58:36 +0900 JST,NOWC,3462
2021-12-22 11:58:51 +0900 JST,NOWC,3469
2021-12-22 11:59:01 +0900 JST,NOWC,3460
2021-12-22 11:59:23 +0900 JST,NOWC,3457
2021-12-22 11:59:39 +0900 JST,NOWC,3465
2021-12-22 11:59:42 +0900 JST,NOWC,3460
2021-12-22 11:59:53 +0900 JST,NOWC,3450
2021-12-22 12:00:17 +0900 JST,NOWC,3448
2021-12-22 12:00:24 +0900 JST,NOWC,3451
2021-12-22 12:00:27 +0900 JST,NOWC,3440
2021-12-22 12:00:50 +0900 JST,NOWC,3430
2021-12-22 12:01:00 +0900 JST,NOWC,3443
2021-12-22 12:01:12 +0900 JST,NOWC,3444
2021-12-22 12:01:32 +0900 JST,NOWC,3454
2021-12-22 12:01:45 +0900 JST,NOWC,3445
2021-12-22 12:02:00 +0900 JST,NOWC,3455
2021-12-22 12:02:00 +0900 JST,NOWC,3443
2021-12-22 12:02:21 +0900 JST,NOWC,3437
2021-12-22 12:02:42 +0900 JST,NOWC,3430
2021-12-22 12:03:04 +0900 JST,NOWC,3416
2021-12-22 12:03:22 +0900 JST,NOWC,3420
2021-12-22 12:03:26 +0900 JST,NOWC,3408
2021-12-22 12:03:32 +0900 JST,NOWC,3403
2021-12-22 12:03:42 +0900 JST,NOWC,3409
2021-12-22 12:03:50 +0900 JST,NOWC,3423
2021-12-22 12:04:05 +0900 JST,NOWC,3417
2021-12-22 12:04:25 +0900 JST,NOWC,3430
2021-12-22 12:04:44 +0900 JST,NOWC,3420
2021-12-22 12:04:52 +0900 JST,NOWC,3405
2021-12-22 12:04:56 +0900 JST,NOWC,3400
2021-12-22 12:04:56 +0900 JST,NOWC,3385
2021-12-22 12:05:09 +0900 JST,NOWC,3398
2021-12-22 12:05:38 +0900 JST,NOWC,3385
2021-12-22 12:06:04 +0900 JST,NOWC,3393
2021-12-22 12:06:24 +0900 JST,NOWC,3388
2021-12-22 12:06:48 +0900 JST,NOWC,3392
2021-12-22 12:07:01 +0900 JST,NOWC,3393
2021-12-22 12:07:24 +0900 JST,NOWC,3387
2021-12-22 12:07:25 +0900 JST,NOWC,3378
2021-12-22 12:07:49 +0900 JST,NOWC,3388
2021-12-22 12:07:53 +0900 JST,NOWC,3396
2021-12-22 12:08:13 +0900 JST,NOWC,3409
2021-12-22 12:08:37 +0900 JST,NOWC,3412
2021-12-22 12:08:37 +0900 JST,NOWC,3424
2021-12-22 12:08:48 +0900 JST,NOWC,3421
2021-12-22 12:08:56 +0900 JST,NOWC,3406
2021-12-22 12:09:06 +0900 JST,NOWC,3398
2021-12-22 12:09:35 +0900 JST,NOWC,3394
2021-12-22 12:10:01 +0900 JST,NOWC,3394
2021-12-22 12:10:22 +0900 JST,NOWC,3394
2021-12-22 12:10:37 +0900 JST,NOWC,3380
2021-12-22 12:11:06 +0900 JST,NOWC,3386
2021-12-22 12:11:33 +0900 JST,NOWC,3377
2021-12-22 12:11:35 +0900 JST,NOWC,3381
2021-12-22 12:11:50 +0900 JST,NOWC,3396
2021-12-22 12:12:18 +0900 JST,NOWC,3394
2021-12-22 12:12:34 +0900 JST,NOWC,3389
2021-12-22 12:12:48 +0900 JST,NOWC,3375
2021-12-22 12:12:55 +0900 JST,NOWC,3370
2021-12-22 12:12:56 +0900 JST,NOWC,3366
2021-12-22 12:12:57 +0900 JST,NOWC,3355
2021-12-22 12:13:04 +0900 JST,NOWC,3344
2021-12-22 12:13:09 +0900 JST,NOWC,3349
2021-12-22 12:13:17 +0900 JST,NOWC,3342
2021-12-22 12:13:46 +0900 JST,NOWC,3331
2021-12-22 12:14:14 +0900 JST,NOWC,3330
2021-12-22 12:14:17 +0900 JST,NOWC,3318
2021-12-22 12:14:21 +0900 JST,NOWC,3309
2021-12-22 12:14:43 +0900 JST,NOWC,3324
2021-12-22 12:14:53 +0900 JST,NOWC,3335
2021-12-22 12:15:10 +0900 JST,NOWC,3349
2021-12-22 12:15:25 +0900 JST,NOWC,3337
2021-12-22 12:15:46 +0900 JST,NOWC,3349
2021-12-22 12:16:06 +0900 JST,NOWC,3334
2021-12-22 12:16:33 +0900 JST,NOWC,3330
2021-12-22 12:16:42 +0900 JST,NOWC,3338
2021-12-22 12:16:53 +0900 JST,NOWC,3332
2021-12-22 12:16:58 +0900 JST,NOWC,3329
2021-12-22 12:17:10 +0900 JST,NOWC,3328
2021-12-22 12:17:14 +0900 JST,NOWC,3338
2021-12-22 12:17:19 +0900 JST,NOWC,3326
2021-12-22 12:17:24 +0900 JST,NOWC,3313
2021-12-22 12:17:34 +0900 JST,NOWC,3299
2021-12-22 12:17:58 +0900 JST,NOWC,3287
2021-12-22 12:17:59 +0900 JST,NOWC,3285
2021-12-22 12:18:17 +0900 JST,NOWC,3282
2021-12-22 12:18:17 +0900 JST,NOWC,3290
2021-12-22 12:18:17 +0900 JST,NOWC,3297
2021-12-22 12:18:17 +0900 JST,NOWC,3306
2021-12-22 12:18:28 +0900 JST,NOWC,3308
2021-12-22 12:18:52 +0900 JST,NOWC,3299
2021-12-22 12:19:18 +0900 JST,NOWC,3287
2021-12-22 12:19:23 +0900 JST,NOWC,3290
2021-12-22 12:19:46 +0900 JST,NOWC,3305
2021-12-22 12:20:05 +0900 JST,NOWC,3306
2021-12-22 12:20:11 +0900 JST,NOWC,3294
2021-12-22 12:20:29 +0900 JST,NOWC,3291
2021-12-22 12:20:54 +0900 JST,NOWC,3283
2021-12-22 12:21:20 +0900 JST,NOWC,3286
2021-12-22 12:21:28 +0900 JST,NOWC,3300
2021-12-22 12:21:54 +0900 JST,NOWC,3305
2021-12-22 12:21:54 +0900 JST,NOWC,3303
2021-12-22 12:22:14 +0900 JST,NOWC,3302
2021-12-22 12:22:20 +0900 JST,NOWC,3301
2021-12-22 12:22:45 +0900 JST,NOWC,3313
2021-12-22 12:22:55 +0900 JST,NOWC,3317
2021-12-22 12:23:15 +0900 JST,NOWC,3328
2021-12-22 12:23:41 +0900 JST,NOWC,3313
2021-12-22 12:23:54 +0900 JST,NOWC,3313
2021-12-22 12:24:06 +0900 JST,NOWC,3299
2021-12-22 12:24:22 +0900 JST,NOWC,3294
2021-12-22 12:24:23 +0900 JST,NOWC,3283
2021-12-22 12:24:31 +0900 JST,NOWC,3289
2021-12-22 12:24:32 +0900 JST,NOWC,3296
2021-12-22 12:24:43 +0900 JST,NOWC,3282
2021-12-22 12:25:07 +0900 JST,NOWC,3278
2021-12-22 12:25:11 +0900 JST,NOWC,3281
2021-12-22 12:25:33 +0900 JST,NOWC,3279
2021-12-22 12:25:35 +0900 JST,NOWC,3294
2021-12-22 12:25:44 +0900 JST,NOWC,3298
2021-12-22 12:26:04 +0900 JST,NOWC,3289
2021-12-22 12:26:12 +0900 JST,NOWC,3300
2021-12-22 12:26:36 +0900 JST,NOWC,3305
2021-12-22 12:26:59 +0900 JST,NOWC,3301
2021-12-22 12:27:19 +0900 JST,NOWC,3305
2021-12-22 12:27:29 +0900 JST,NOWC,3313
2021-12-22 12:27:38 +0900 JST,NOWC,3318
2021-12-22 12:28:05 +0900 JST,NOWC,3318
2021-12-22 12:28:23 +0900 JST,NOWC,3306
2021-12-22 12:28:51 +0900 JST,NOWC,3303
2021-12-22 12:29:12 +0900 JST,NOWC,3295
2021-12-22 12:29:26 +0900 JST,NOWC,3295
2021-12-22 12:29:30 +0900 JST,NOWC,3293
2021-12-22 12:29:43 +0900 JST,NOWC,3283
2021-12-22 12:29:45 +0900 JST,NOWC,3280
2021-12-22 12:29:46 +0900 JST,NOWC,3274
2021-12-22 12:30:03 +0900 JST,NOWC,3280
2021-12-22 12:30:20 +0900 JST,NOWC,3280
2021-12-22 12:30:23 +0900 JST,NOWC,3285
2021-12-22 12:30:43 +0900 JST,NOWC,3271
2021-12-22 12:30:44 +0900 JST,NOWC,3257
2021-12-22 12:30:51 +0900 JST,NOWC,3270
2021-12-22 12:30:57 +0900 JST,NOWC,3284
2021-12-22 12:31:13 +0900 JST,NOWC,3272
2021-12-22 12:31:29 +0900 JST,NOWC,3277
2021-12-22 12:31:50 +0900 JST,NOWC,3287
2021-12-22 12:32:18 +0900 JST,NOWC,3293
2021-12-22 12:32:29 +0900 JST,NOWC,3301
2021-12-22 12:32:48 +0900 JST,NOWC,3307
2021-12-22 12:32:48 +0900 JST,NOWC,3308
2021-12-22 12:32:48 +0900 JST,NOWC,3312
2021-12-22 12:33:06 +0900 JST,NOWC,3325
2021-12-22 12:33:10 +0900 JST,NOWC,3338
2021-12-22 12:33:18 +0900 JST,NOWC,3345
2021-12-22 12:33:37 +0900 JST,NOWC,3349
2021-12-22 12:33:50 +0900 JST,NOWC,3352
2021-12-22 12:34:17 +0900 JST,NOWC,3338
2021-12-22 12:34:41 +0900 JST,NOWC,3323
2021-12-22 12:34:50 +0900 JST,NOWC,3333
2021-12-22 12:35:07 +0900 JST,NOWC,3318
2021-12-22 12:35:29 +0900 JST,NOWC,3323
2021-12-22 12:35:29 +0900 JST,NOWC,3327
2021-12-22 12:35:54 +0900 JST,NOWC,3328
2021-12-22 12:36:10 +0900 JST,NOWC,3334
2021-12-22 12:36:24 +0900 JST,NOWC,3341
2021-12-22 12:36:53 +0900 JST,NOWC,3331
2021-12-22 12:37:10 +0900 JST,NOWC,3325
2021-12-22 12:37:36 +0900 JST,NOWC,3325
2021-12-22 12:37:44 +0900 JST,NOWC,3320
2021-12-22 12:37:46 +0900 JST,NOWC,3312
2021-12-22 12:38:13 +0900 JST,NOWC,3305
2021-12-22 12:38:42 +0900 JST,NOWC,3307
2021-12-22 12:38:59 +0900 JST,NOWC,3306
2021-12-22 12:39:27 +0900 JST,NOWC,3303
2021-12-22 12:39:32 +0900 JST,NOWC,3289
2021-12-22 12:39:53 +0900 JST,NOWC,3296
2021-12-22 12:40:11 +0900 JST,NOWC,3288
2021-12-22 12:40:32 +0900 JST,NOWC,3293
2021-12-22 12:40:53 +0900 JST,NOWC,3290
2021-12-22 12:40:57 +0900 JST,NOWC,3305
2021-12-22 12:41:19 +0900 JST,NOWC,3302
2021-12-22 12:41:46 +0900 JST,NOWC,3316
2021-12-22 12:42:05 +0900 JST,NOWC,3320
2021-12-22 12:42:18 +0900 JST,NOWC,3306
2021-12-22 12:42:23 +0900 JST,NOWC,3309
2021-12-22 12:42:49 +0900 JST,NOWC,3323
2021-12-22 12:43:14 +0900 JST,NOWC,3325
2021-12-22 12:43:36 +0900 JST,NOWC,3312
2021-12-22 12:44:01 +0900 JST,NOWC,3322
2021-12-22 12:44:27 +0900 JST,NOWC,3307
2021-12-22 12:44:54 +0900 JST,NOWC,3299
2021-12-22 12:44:56 +0900 JST,NOWC,3309
2021-12-22 12:45:10 +0900 JST,NOWC,3302
2021-12-22 12:45:17 +0900 JST,NOWC,3305
2021-12-22 12:45:44 +0900 JST,NOWC,3319
2021-12-22 12:46:02 +0900 JST,NOWC,3331
2021-12-22 12:46:12 +0900 JST,NOWC,3323
2021-12-22 12:46:38 +0900 JST,NOWC,3313
2021-12-22 12:46:42 +0900 JST,NOWC,3325
2021-12-22 12:47:04 +0900 JST,NOWC,3314
2021-12-22 12:47:10 +0900 JST,NOWC,3319
2021-12-22 12:47:36 +0900 JST,NOWC,3319
2021-12-22 12:47:40 +0900 JST,NOWC,3316
2021-12-22 12:48:02 +0900 JST,NOWC,3320
2021-12-22 12:48:28 +0900 JST,NOWC,3331
2021-12-22 12:48:35 +0900 JST,NOWC,3323
2021-12-22 12:48:44 +0900 JST,NOWC,3311
2021-12-22 12:48:59 +0900 JST,NOWC,3306
2021-12-22 12:49:10 +0900 JST,NOWC,3304
2021-12-22 12:49:35 +0900 JST,NOWC,3312
2021-12-22 12:49:42 +0900 JST,NOWC,3310
2021-12-22 12:49:56 +0900 JST,NOWC,3301
2021-12-22 12:50:04 +0900 JST,NOWC,3289
2021-12-22 12:50:28 +0900 JST,NOWC,3283
2021-12-22 12:50:32 +0900 JST,NOWC,3291
2021-12-22 12:50:57 +0900 JST,NOWC,3286
2021-12-22 12:50:57 +0900 JST,NOWC,3299
2021-12-22 12:51:15 +0900 JST,NOWC,3296
2021-12-22 12:51:36 +0900 JST,NOWC,3295
2021-12-22 12:51:38 +0900 JST,NOWC,3292
2021-12-22 12:51:51 +0900 JST,NOWC,3289
2021-12-22 12:52:14 +0900 JST,NOWC,3290
2021-12-22 12:52:16 +0900 JST,NOWC,3300
2021-12-22 12:52:23 +0900 JST,NOWC,3301
2021-12-22 12:52:31 +0900 JST,NOWC,3315
2021-12-22 12:52:52 +0900 JST,NOWC,3322
2021-12-22 12:53:02 +0900 JST,NOWC,3329
2021-12-22 12:53:15 +0900 JST,NOWC,3327
2021-12-22 12:53:22 +0900 JST,NOWC,3338
2021-12-22 12:53:27 +0900 JST,NOWC,3344
2021-12-22 12:53:43 +0900 JST,NOWC,3334
2021-12-22 12:53:52 +0900 JST,NOWC,3328
2021-12-22 12:53:58 +0900 JST,NOWC,3325
2021-12-22 12:54:24 +0900 JST,NOWC,3332
2021-12-22 12:54:32 +0900 JST,NOWC,3339
2021-12-22 12:54:40 +0900 JST,NOWC,3351
2021-12-22 12:54:42 +0900 JST,NOWC,3356
2021-12-22 12:55:06 +0900 JST,NOWC,3365
2021-12-22 12:55:19 +0900 JST,NOWC,3364
2021-12-22 12:55:28 +0900 JST,NOWC,3377
2021-12-22 12:55:48 +0900 JST,NOWC,3362
2021-12-22 12:55:57 +0900 JST,NOWC,3349
2021-12-22 12:55:57 +0900 JST,NOWC,3351
2021-12-22 12:56:07 +0900 JST,NOWC,3359
2021-12-22 12:56:20 +0900 JST,NOWC,3370
2021-12-22 12:56:44 +0900 JST,NOWC,3371
2021-12-22 12:56:44 +0900 JST,NOWC,3378
2021-12-22 12:56:55 +0900 JST,NOWC,3386
2021-12-22 12:57:03 +0900 JST,NOWC,3384
2021-12-22 12:57:20 +0900 JST,NOWC,3391
2021-12-22 12:57:40 +0900 JST,NOWC,3380
2021-12-22 12:57:45 +0900 JST,NOWC,3370
2021-12-22 12:57:56 +0900 JST,NOWC,3374
2021-12-22 12:58:23 +0900 JST,NOWC,3362
2021-12-22 12:58:40 +0900 JST,NOWC,3356
2021-12-22 12:58:43 +0900 JST,NOWC,3371
2021-12-22 12:58:43 +0900 JST,NOWC,3365
2021-12-22 12:58:53 +0900 JST,NOWC,3369
2021-12-22 12:59:08 +0900 JST,NOWC,3365
2021-12-22 12:59:22 +0900 JST,NOWC,3374
2021-12-22 12:59:28 +0900 JST,NOWC,3378
2021-12-22 12:59:29 +0900 JST,NOWC,3374
2021-12-22 12:59:43 +0900 JST,NOWC,3373
2021-12-22 12:59:54 +0900 JST,NOWC,3362
2021-12-22 13:00:20 +0900 JST,NOWC,3362
2021-12-22 13:00:21 +0900 JST,NOWC,3351
2021-12-22 13:00:34 +0900 JST,NOWC,3348
2021-12-22 13:00:58 +0900 JST,NOWC,3356
2021-12-22 13:01:10 +0900 JST,NOWC,3353
2021-12-22 13:01:38 +0900 JST,NOWC,3345
2021-12-22 13:02:03 +0900 JST,NOWC,3342
2021-12-22 13:02:28 +0900 JST,NOWC,3330
2021-12-22 13:02:45 +0900 JST,NOWC,3337
2021-12-22 13:02:52 +0900 JST,NOWC,3339
2021-12-22 13:03:03 +0900 JST,NOWC,3349
2021-12-22 13:03:28 +0900 JST,NOWC,3340
2021-12-22 13:03:47 +0900 JST,NOWC,3355
2021-12-22 13:04:06 +0900 JST,NOWC,3358
2021-12-22 13:04:35 +0900 JST,NOWC,3369
2021-12-22 13:04:37 +0900 JST,NOWC,3374
2021-12-22 13:04:54 +0900 JST,NOWC,3388
2021-12-22 13:05:18 +0900 JST,NOWC,3377
2021-12-22 13:05:30 +0900 JST,NOWC,3372
2021-12-22 13:05:33 +0900 JST,NOWC,3360
2021-12-22 13:05:51 +0900 JST,NOWC,3358
2021-12-22 13:05:52 +0900 JST,NOWC,3357
2021-12-22 13:05:55 +0900 JST,NOWC,3357
2021-12-22 13:06:11 +0900 JST,NOWC,3351
2021-12-22 13:06:22 +0900 JST,NOWC,3347
2021-12-22 13:06:24 +0900 JST,NOWC,3337
2021-12-22 13:06:51 +0900 JST,NOWC,3345
2021-12-22 13:06:56 +0900 JST,NOWC,3331
2021-12-22 13:07:07 +0900 JST,NOWC,3328
2021-12-22 13:07:11 +0900 JST,NOWC,3322
2021-12-22 13:07:40 +0900 JST,NOWC,3332
2021-12-22 13:08:01 +0900 JST,NOWC,3323
2021-12-22 13:08:25 +0900 JST,NOWC,3320
2021-12-22 13:08:44 +0900 JST,NOWC,3329
2021-12-22 13:08:44 +0900 JST,NOWC,3332
2021-12-22 13:09:08 +0900 JST,NOWC,3322
2021-12-22 13:09:26 +0900 JST,NOWC,3309
2021-12-22 13:09:26 +0900 JST,NOWC,3307
2021-12-22 13:09:39 +0900 JST,NOWC,3318
2021-12-22 13:09:54 +0900 JST,NOWC,3316
2021-12-22 13:10:23 +0900 JST,NOWC,3309
2021-12-22 13:10:35 +0900 JST,NOWC,3308
2021-12-22 13:10:36 +0900 JST,NOWC,3323
2021-12-22 13:11:01 +0900 JST,NOWC,3308
2021-12-22 13:11:04 +0900 JST,NOWC,3315
2021-12-22 13:11:04 +0900 JST,NOWC,3316
2021-12-22 13:11:32 +0900 JST,NOWC,3328
2021-12-22 13:11:59 +0900 JST,NOWC,3315
2021-12-22 13:12:06 +0900 JST,NOWC,3322
2021-12-22 13:12:12 +0900 JST,NOWC,3328
2021-12-22 13:12:29 +0900 JST,NOWC,3317
2021-12-22 13:12:37 +0900 JST,NOWC,3303
2021-12-22 13:12:40 +0900 JST,NOWC,3308
2021-12-22 13:12:55 +0900 JST,NOWC,3322
2021-12-22 13:12:55 +0900 JST,NOWC,3325
2021-12-22 13:13:01 +0900 JST,NOWC,3319
2021-12-22 13:13:06 +0900 JST,NOWC,3321
2021-12-22 13:13:08 +0900 JST,NOWC,3330
2021-12-22 13:13:10 +0900 JST,NOWC,3336
2021-12-22 13:13:37 +0900 JST,NOWC,3350
2021-12-22 13:13:52 +0900 JST,NOWC,3351
2021-12-22 13:14:07 +0900 JST,NOWC,3353
2021-12-22 13:14:33 +0900 JST,NOWC,3367
2021-12-22 13:14:43 +0900 JST,NOWC,3365
2021-12-22 13:15:06 +0900 JST,NOWC,3360
2021-12-22 13:15:06 +0900 JST,NOWC,3367
2021-12-22 13:15:19 +0900 JST,NOWC,3359
2021-12-22 13:15:43 +0900 JST,NOWC,3365
2021-12-22 13:15:56 +0900 JST,NOWC,3355
2021-12-22 13:16:23 +0900 JST,NOWC,3341
2021-12-22 13:16:42 +0900 JST,NOWC,3340
2021-12-22 13:16:44 +0900 JST,NOWC,3349
2021-12-22 13:16:44 +0900 JST,NOWC,3360
2021-12-22 13:16:49 +0900 JST,NOWC,3352
2021-12-22 13:17:03 +0900 JST,NOWC,3353
2021-12-22 13:17:03 +0900 JST,NOWC,3352
2021-12-22 13:17:10 +0900 JST,NOWC,3344
2021-12-22 13:17:21 +0900 JST,NOWC,3357
2021-12-22 13:17:31 +0900 JST,NOWC,3345
2021-12-22 13:17:34 +0900 JST,NOWC,3336
2021-12-22 13:17:41 +0900 JST,NOWC,3349
2021-12-22 13:17:54 +0900 JST,NOWC,3340
2021-12-22 13:17:57 +0900 JST,NOWC,3336
2021-12-22 13:18:10 +0900 JST,NOWC,3330
2021-12-22 13:18:27 +0900 JST,NOWC,3328
2021-12-22 13:18:43 +0900 JST,NOWC,3343
2021-12-22 13:18:58 +0900 JST,NOWC,3332
2021-12-22 13:19:26 +0900 JST,NOWC,3319
2021-12-22 13:19:55 +0900 JST,NOWC,3315
2021-12-22 13:20:16 +0900 JST,NOWC,3312
